,Source,Political Leaning,Content
43,Breitbart Media,Conservative,Follow Kyle on Twitter @RealKyleMorris and Facebook.
44,Breitbart Media,Conservative,Follow Kyle on Twitter @RealKyleMorris and Facebook.
45,Breitbart Media,Conservative,Follow Kyle on Twitter @RealKyleMorris and Facebook.
46,Breitbart Media,Conservative,Follow Kyle on Twitter @RealKyleMorris and Facebook.
47,Breitbart Media,Conservative,"CNN has agreed to shell out $76 million in a back pay case that involved union employees, making it the largest monetary settlement in the history of the National Labor Relations Board (NLRB).
Variety reported that the labor dispute began in 2003 when the media company fired a group of unionized subcontractors working as technicians and in other support roles for Team Video Services before hiring non-union employees to replace those workers.


The action sparked a litigation war between the National Association of Broadcast Employees and Technicians and Communications Workers of America that has lasted more than a decade.

More than 300 people will take part in the settlement. The NLRB, a federal agency that allows employees to unionize in the workplace, said in a statement that $76 million is more than what the agency typically sees in a back pay enforcement case.
“The settlement demonstrates the Board’s continued commitment to enforcing the law and ensuring employees who were treated unfairly obtain the monetary relief ordered by the Board,” general counsel Peter B. Robb said.
A spokesperson for CNN said in a statement it was “pleased” to have settled the case.
“After more than a decade of litigation, negotiation and appeals we are pleased to have resolved a longstanding legal matter,” a CNN representative said."
48,Breitbart Media,Conservative,"Kandahar (Afghanistan) (AFP) – Two American soldiers were killed in southern Afghanistan on Saturday when a Taliban roadside bomb ripped through an army vehicle, officials said.
Two other soldiers were wounded in the attack in Kandahar province, according to NATO’s Resolute Support mission in the country.


A mission spokesman said the names of those killed were being withheld pending notification of next of kin.
The troops were on patrol near Kandahar airport in Dand district, provincial police spokesman Jamal Nasir Barkzai told AFP.
The Taliban claimed responsibility for the attack, with spokesman Zabihullah Mujahid saying on Twitter that the blast destroyed the vehicle and killed all on board.

Violence in Afghanistan usually recedes as winter sets in. But this year the Taliban have pushed forward with their operations despite heavy snowfall in the mountains — and despite their negotiations with the US for a deal that would see American troops leave the country.
According to details made public so far, the Pentagon would withdraw about 5,000 of its 13,000 or so troops from five bases across Afghanistan, provided the Taliban sticks to its security pledges.
The insurgents have said they will renounce Al-Qaeda, fight the Islamic State group and stop jihadists using Afghanistan as a safe haven.
Last year was the deadliest for US forces in Afghanistan since combat operations officially finished at the end of 2014, highlighting the challenging security situation that persists.
More than 2,400 US troops have been killed in combat there since the US-led invasion in October 2001."
49,Breitbart Media,Conservative,"President Trump’s alleged consideration of expanding the nation’s travel ban is racist, according to Rep. Rashida Tlaib (D-MI).
The congresswoman strongly disagreed on Friday with a report that said the Trump administration was thinking about expanding the ban to cover more countries:



No more waiting. Too many Muslims have been intentionally targeted, discriminated against, separated from their families and denied opportunities solely based on their faith. Straight up racism! 
Pass #NoBanAct #RepealtheBan @MuslimAdvocates https://t.co/M47QECbGmD
— Rashida Tlaib (@RashidaTlaib) January 10, 2020"
50,Breitbart Media,Conservative,"Del Rio Sector Border Patrol agents apprehended a group of migrants that included Bangladeshi, Chinese, and Haitian nationals. They also arrested a member of the MS-13 gang and a wounded Mexican cartel gunman who fled across the border.
Agents assigned to the Del Rio Sector apprehended multiple illegal aliens from various nations during a 24-hour period on January 9, according to Del Rio Sector Border Patrol officials. The foreign nationals included five Chinese, three Bangladeshi, five Haitians, and a cartel member who was wounded in a gun battle with Mexican state police. In total, the agents apprehended 107 illegal aliens during the period.



Last night in Del Rio Sector..Our Agents arrested 1 Mexican cartel member with multiple gunshot wounds, 5 Chinese, 3 Bangladeshi and 5 Haitians, apprehended 107 individuals and seized 90 pounds of narcotics. Just another night in the life of an agent in Del Rio Honor First! #USBP pic.twitter.com/9yycx8FXgb
— Chief Patrol Agent Raul L. Ortiz (@USBPChiefDRT) January 10, 2020"
51,Breitbart Media,Conservative,Bob Price serves as associate editor and senior political news contributor for the Breitbart Texas-Border team. He is an original member of the Breitbart Texas team. Follow him on Twitter @BobPriceBBTX and Facebook.
52,Breitbart Media,Conservative,"A winter storm is blanketing parts of the U.S., causing snowfall in parts of North Texas and thousands of flights to be canceled at Chicago’s two main airports.
In the northern half of the country near Chicago, freezing rain and high winds are expected to turn into snow later on Saturday, while some areas around North Texas saw one to three inches of snow by Saturday morning.


WREX reported that the Saturday morning storm caused the Chicago Department of Aviation to cancel 55 flights at Chicago Midway International Airport and 949 flights at Chicago O’Hare International Airport.
“This is causing some arriving flights to be delayed an average of 4 hours and 31 minutes,” the Federal Aviation Administration said in a statement.
The National Weather Service issued a winter storm watch from Friday evening through Saturday evening in the Chicago metropolitan area.

The Texas Department of Transportation is warning drivers to be on the lookout for slippery conditions, especially driving in areas where bridges may have iced over, WFAA reported.
Fat flakes covered parts of Ponder, Texas, while residents of Plano, Texas, reported seeing sleet and freezing rain.

@wfaaweather @wfaa Seems to be freezing rain in Plano, north of Legacy and Custer. pic.twitter.com/6NyTXdTsrw
— Jane Talbert (@janeetalbert) January 11, 2020"
53,Breitbart Media,Conservative,"A dishonorably discharged Marine allegedly impersonated a security guard for President Donald Trump’s Marine One helicopter and bypassed checkpoints at Palm Beach International Airport last week, according to a report.
The New York Times said:



The former Marine, Brandon M. Magnan, 37, of Naples, Fla., was charged on Jan. 6 with false personation of officer or employee of the United States, according to a criminal complaint by the United States Secret Service.
It wasn’t clear why Mr. Magnan was trying to get near the helicopter. Marine One, which is piloted and protected by the Marine Corps unit known as HMX-1, is used to transport the president for shorter trips, the Secret Service said.
Mr. Trump was spending his winter vacation in Palm Beach, Fla., at his private Mar-a-Lago resort at the time of the episode with Mr. Magnan.

Law enforcement said Magnan was asked to present his credentials upon entering Atlantic Aviation without Marine attire, often worn by the president’s security team during presidential travel, according to court documents.

The Palm Beach Post first reported that a deputy asked a colleague to verify Magnan’s credentials, which were later found to be falsified. The suspect retorted that he was a retired Marine. However, the FBI’s crime database reportedly shows Magnan was dishonorably discharged after he was court-martialed for “serious offenses.” He was convicted of “abusive sexual conduct” and is a registered sex offender.
Magnan is charged with false presentation of an officer or employee of the U.S. He faces up to three years in jail and a $250,000 fine. The former military member has been out on bond as of Monday and is scheduled to appear in a Florida court on January 27th."
54,Breitbart Media,Conservative,"Anti-Israel professors overwhelmingly stack their Israel-Palestine courses with pro-BDS content, according to a recent study, which noted that its results strongly suggest that academic BDS-supporting professors “are using their Israel-related courses to promote a politically motivated, anti-Israel perspective” in compliance with “guidelines calling on faculty to work against ‘the normalization of Israel in the global academy.'”
Professors in support of the Boycott, Divestment, and Sanctions (BDS) movement are stacking their courses with material by pro-BDS authors, according to a study by the non-profit anti-Semitism watchdog group, AMCHA Initiative.


BDS is a movement which seeks to systematically destroy the world’s only Jewish state through financial means, by boycotting companies that do business with Israel.
According to AMCHA,  BDS-supporting professors include an average of 78 percent of readings authored by BDS supporters in their courses.
“All of the academic BDS-supporting instructors had a majority of their readings authored by BDS supporters, whereas only 2 of the 35 syllabi of non-BDS-supporting instructors had a majority of their course readings authored by BDS supporters, and none more than 60%,” noted the study.

“These results strongly suggest that faculty who support an academic boycott of Israel engage in politically-motivated efforts to implement the anti-normalization component of the boycott in their classrooms, by exposing students to an overwhelming preponderance of authors and readings likely to portray Israel as an illegitimate country unworthy of normalization,” the report added.
AMCHA’s research methods included a review of 50 syllabi from courses “focusing primarily on the contemporary Palestinian-Israeli or Arab-Israeli conflict,” and spanning from Fall 2008 to Spring 2019 semesters.
“In order to isolate the impact on course readings of support for academic BDS and its explicit call for the anti-normalization of Israel in the academy, syllabi were only included in the study if the course instructors were determined to support an academic boycott of Israel, or determined to not support either an academic boycott of Israel or BDS more generally,” said AMCHA.
The study added that 48 of the 50 syllabi were from courses taught by tenure-track faculty or visiting professors.
“There was a very large, highly significant difference between the average percentages of BDS-authored readings in the syllabi of instructors who support the academic boycott of Israel (median 78%), and those who do not support any form of BDS (median 17%),” noted the study of its results.

The study continued:
In addition, the two groups of instructors showed almost no overlap in the distribution of percentages of course readings with BDS-supporting authors: 13 of the 15 syllabi of academic boycott supporting instructors had at least two-thirds of their readings authored by BDS-supporters, whereas only 2 of the 35 syllabi of non-BDS-supporting instructors had more than half of their readings authored by BDS-supporters and none of them with more than 60% of readings authored by BDS-supporters.
The stark difference between the average percentage of course readings with pro-BDS authors in the syllabi of academic BDS-supporting instructors (78%) and in the syllabi of instructors who had not expressed public support for any kind of BDS (17%), with almost no overlap between these two groups, leaves little doubt that instructors who support academic BDS make a calculated choice to heavily weight their course materials with readings authored by BDS supporters.
“This, in turn, strongly suggests that academic BDS-supporting instructors are using their Israel-related courses to promote a politically motivated, anti-Israel perspective that is compliant with the PACBI/USACBI guidelines calling on faculty to work against ‘the normalization of Israel in the global academy,'” added AMCHA.
Given the results of the study, AMCHA suggests that universities publicly affirm that pro-BDS activity among their faculty is harmful to the education and opportunities of its students.
“While freedom of speech protects faculty’s right to sign petitions and make extramural statements in support of academic BDS and academic freedom generally protects their right to develop and teach courses as they see fit, it is important to point out the harmful consequences of politically-motivated faculty weaponizing their course curricula to ensure that Israel is not ‘normalized’ in the academy,” said AMCHA.
“Faculty should be urged by university administrators to establish their own safeguards against the politicization of the academy,” the organization added.
It is apparent that anti-Israel bias is growing on college campuses across the United States via the academic boycott of Israel.
In September 2018, a professor at the University of Michigan refused to write a letter of recommendation to a student that was planning to study abroad in Israel. In November 2018, faculty at Pitzer College voted to suspend its study abroad program in Israel.
You can follow Alana Mastrangelo on Twitter at @ARmastrangelo, and on Instagram."
55,Breitbart Media,Conservative,"Several top officials from the Massachusetts Institute of Technology (MIT) said that the school made “significant” errors in “judgement” by taking $850,000 in contributions from Jeffrey Epstein, according to an internal review.
MIT asked law firm Goodwin Proctor to conduct an internal review, which was unveiled Friday, to “understand the origins, nature and extent of Jeffrey Epstein’s ties to MIT and learn from them,” President L. Rafael Reif announced in an email to the MIT community.


The report stated that Reif “had little knowledge” of the school’s acceptance of the gifts from Epstein, who was a convicted sex offender.
The findings from Goodwin Proctor’s report also found that the disgraced financier made ten donations to MIT amounting to $850,000 between 2002 and 2017.
Only $100,000 of the money was donated after Epstein’s 2008 conviction.

Professor Seth Lloyd and Media Lab Director Joichi Ito solicited the post-conviction donations, the New York Post reported. Ito resigned after word got out about the MIT donation scandal in August.
MIT’s executive committee explained in a written statement that its members were “disturbed” by Lloyd and Epstein’s interactions and asked Reif to consider “disciplinary measures.”
“The revelations that MIT had a donor relationship with Jeffrey Epstein, a convicted sex offender, have deeply shaken the MIT community,” the executive committee wrote in its statement reacting to the findings of the report.
The billionaire sex offender also reportedly visited MIT’s campus nine times.
MIT once gave Epstein a grapefruit-sized 3D-printed marble in exchange for his high-dollar contributions.
To save face, MIT said it would donate $850,000 to a charity that supports survivors of sexual abuse.
MIT is not the only university that received scrutiny for accepting money from the convicted pedophile. Harvard University accepted $8.9 million, and Stanford University once accepted a gift of $50,000 from Epstein."
56,Breitbart Media,Conservative,"A 6.0-magnitude earthquake struck Puerto Rico on Saturday morning after the island experienced a series of aftershocks this week, including one quake on Tuesday that was the largest on the island in nearly a century.
The latest earthquake took place around 9:00 a.m. local time and has caused damage by the island’s southern coast, where hundreds of schools and homes collapsed from the 6.4-magnitude earthquake Tuesday.


The island’s power authority said Saturday’s quake left an estimated 5,000 customers without power.
Witnesses stated that the tremors caused concrete debris from the already-damaged buildings to fall on the streets.
Randy Baldwin, a geophysicist at the U.S. Geological Survey, said the 6.0-magnitude earthquake is just one of many aftershocks that occurred with several 5.0-magnitude aftershocks overnight.

At least one person has died, and nine others have suffered injuries as a result of the earthquakes and their aftershocks.
The island has seen hundreds of quakes and aftershocks since the new year began, according to data from the U.S. Geological Survey.
Thousands of people throughout Puerto Rico, especially those living in the southern towns, have been sleeping outside since Tuesday’s quake.
Some whose homes have collapsed or fear their homes could be destroyed with another aftershock have turned to government-run outdoor shelters for refuge.
Others have been taking their beds outside to the sidewalk to sleep there until dawn.
The center of the earthquake was off the southern coast of the island, but tremors were felt as far north as San Juan."
57,Breitbart Media,Conservative,"BENTON, La. (AP) — The National Weather Service reports three storm-related deaths in Alabama, bringing the number of people killed following severe storms to at least seven. The National Weather Service in Birmingham said via Twitter that the three Alabama deaths occurred in Pickens County. Three other people have died in Louisiana and one fatality has been reported in Texas since fierce storms erupted in the southern U.S. on Friday.
THIS IS A BREAKING NEWS UPDATE. AP’s earlier story follows below. (‎1/‎11/‎2020 1:35 PM) 


ok
Authorities say at least four people have died as severe storms sweep across parts of the U.S. South, bringing high winds and unrelenting rain.
The Bossier Parish Sheriff’s Office in Louisiana said on Facebook that firefighters found the bodies of an elderly couple Saturday near their demolished trailer. The winds were so strong that the home was moved 200 feet from its foundation. 

The deaths of the victims, who were the in-laws of a parish deputy, brings the storm-related toll in the state to three after a 75-year-old man was killed in Oil City, according to the Caddo Parish Coroner’s Office. Raymond Holden was in bed when the tree fell on his home, crushing him. 
Bossier Parish Sheriff Julian Whittington told The Associated Press that a truck driver and a Benton police officer had a close call after being shocked by a downed power line.
“A power line was hanging across the road and a eighteen wheeler truck ran into it and got hung up in it and the Benton officer got there to help him,” Whittington said. Both were expected to survive.
The National Weather Service in Shreveport estimated that a tornado, with about around 135 mph (xx) winds, touched down in Bossier Parish.
Arkansas, Oklahoma and Texas on Saturday morning were clear of the severe thunderstorms that had passed through the night before. One person died Friday night in Texas when a car flipped into a creek in Dallas. Additionally, lightning from Friday’s stormy weather is suspected of causing two house fires in the North Texas cities of Burleson and Mansfield. Officials said no one was injured.

Homes were damaged or destroyed in Missouri, Oklahoma and Arkansas on Friday, but no injuries were reported. Downed trees and power lines were widespread. 
According to PowerOutage.us, Mississippi had more than 61,0000 power outages midday Saturday. About 35,000 customers were without power in Louisiana. In Tennessee, Memphis Light, Gas and Water said about 23,000 customers were without power Saturday morning. Damage was widespread throughout Shelby County, Tennessee’s most populous county that includes Memphis, including downed trees and power poles, some of which will need to be replaced, according to the utility. 

Entergy Arkansas reported nearly 42,000 power outages Saturday morning, mostly in the southeastern part of the state. Southwestern Electric Power Co. reported nearly 5,000 customers in East Texas were without power Saturday morning.
The Oklahoma Department of Transportation reported Saturday morning that portions of several highways in the southeastern part of the state were closed due to flooding. The Arkansas Department of Transportation reported that portions of several state highways across the state, particularly in the southeastern portion of Arkansas were closed due to downed trees and power lines and to flooding.
On Alabama’s Gulf Coast, Baldwin County canceled school activities including sporting events for Saturday. The National Weather Service warned of high winds and flooding and the potential for 10-foot-high (3-meter-high) waves on beaches, where northern visitors escaping the cold are a common sight during the winter.

Many streams already are at or near flood levels because of earlier storms, and heavy rains could lead to flash flooding across the region, forecasters said. Parts of Arkansas, Tennessee, Mississippi, Missouri, Illinois and Indiana were under flash flood warnings or watches on Saturday. 
The storm, bringing the threat of ice and snow to the Chicago area, prompted the cancellation of about 1,000 flights Saturday at Chicago’s two main airports.
The Chicago Department of Aviation’s online flight-tracking website showed that as of 10:30 a.m. Saturday about 950 flight cancellations were reported at Chicago’s O’Hare International Airport and more than 50 flights had been canceled at Midway International Airport.
Delays at O’Hare and Midway were averaging around 15 minutes, the department said.
The weather service issued a winter weather advisory, flood watch and lakeshore flood warning for the Chicago metropolitan area for Saturday and a winter storm warning for adjacent areas of northwestern Illinois.
The weather service said rain, possibly mixed with snow, freezing rain and sleet was expected through Saturday afternoon in the Chicago area before changing by evening over to snow and sleet, possibly mixed with freezing rain.
Breezy conditions were forecast with gusts as high as 45 mph (72 kph).
___
AP writer Juan A. Lozano contributed to this report from Houston. Rick Callahan contributed from Indianapolis."
58,Breitbart Media,Conservative,"Removing American forces from Iraq would likely damage Tehran’s interests, assessed Lee Smith, author of The Plot Against the President: The True Story of How Congressman Devin Nunes Uncovered the Biggest Political Scandal in U.S. History, in a Thursday interview on SiriusXM’s Breitbart News Tonight with host Rebecca Mansour and special guest host John Hayward.
The killing of Qasem Soleimani, Smith argued, offered the United States an opportunity to extricate itself from Iraq while demonstrating America’s capacity to project military power in Iraq from outside the state’s territory.


Smith said, “We’ve reached the end of the road [in Iraq]. There’s not much left to do. President Trump has been pretty clear about this, saying we defeated ISIS. That was the main reason that President Obama redeployed troops in Iraq in 2014. When there are actions taken that affect the United States, we’ve shown that we don’t need to be there to do something about it. The drone that killed Soleimani was dispatched from Qatar.”
LISTEN:


Smith added, “It’s an enormous win for President Trump. It’s a huge strategic victory. For the first time in 40 years, an American president made the Iranians responsible for the terror proxies they fund to kill in their name. It’s really a big deal. It’s an opportune moment for a number of different reasons to use this as a platform to leave Iraq once and for all.”
A continued American presence in Iraq leaves U.S. forces more vulnerable to Iranian attacks, explained Smith.
Smith said, “The United States has been bizarrely carrying a very heavy burden, which, ultimately is on behalf of the Iranians. So it’s not clear to me the Iranians will be happy if we go. One of the main reasons they’ve been firing at U.S. troops and targeting American facilities — it’s not to make us go — they’re negotiating the Iran deal. They want money. They want Trump to relieve sanctions. President Trump has reimposed sanctions on the Iranians, that’s why they’re targeting American troops, American allies, and American facilities, not to make us go. They’re negotiating to get us to relieve sanctions. They want the money.”
Mansour said, “It’s an amazingly stupid way to do it, by the way.”
Smith concurred, “You and I agree on that. President Donald Trump agrees, it’s a really stupid thing. You know who doesn’t agree? Forty years of American policy makers who thought that made sense. That’s what the Iran deal is all about. It’s an enormous bribe, right? To keep a bad group of actors from firing on us. So everyone has thought that that’s a reasonable thing to do, to pay the Iranians to not shoot at us. We agree it’s dumb. Thank goodness Donald Trump thinks it’s dumb, too, and he stopped paying them.”
Smith continued, “President Obama did it. President Bush did it. President Clinton did it. This goes back to President Carter. It’s six administrations of people paying off these thugs.”
Breitbart News Tonight broadcasts live on SiriusXM Patriot channel 125 weeknights from 9:00 p.m. to midnight Eastern or 6:00 p.m. to 9:00 p.m. Pacific.
Follow Robert Kraychik on Twitter @rkraychik."
59,Breitbart Media,Conservative,"TEHRAN, Iran (AP) — Iran announced Saturday that its military ‘unintentionally’ shot down a Ukrainian jetliner, killing all 176 aboard.
The statement came Saturday morning and blamed “human error” for the shootdown.


The jetliner, a Boeing 737 operated by Ukrainian International Airlines, went down on the outskirts of Tehran during takeoff just hours after Iran launched a barrage of missiles at U.S. forces.

Iran had denied for several days that a missile downed the aircraft. But then the U.S. and Canada, citing intelligence, said they believe Iran shot down the aircraft.
The plane, en route to the Ukrainian capital of Kyiv, was carrying 167 passengers and nine crew members from several countries, including 82 Iranians, at least 63 Canadians and 11 Ukrainians, according to officials.
From Breitbart News: 
Foreign Minister of Islamic Republic of Iran Tweeted:
 

A sad day. Preliminary conclusions of internal investigation by Armed Forces: 
Human error at time of crisis caused by US adventurism led to disaster
Our profound regrets, apologies and condolences to our people, to the families of all victims, and to other affected nations.💔
— Javad Zarif (@JZarif) January 11, 2020"
60,Breitbart Media,Conservative,"The fake news media are blaming President Trump for a Ukrainian passenger plane that was probably shot down by the terrorist state of Iran.
This is what you call trolling.


The media do not actually believe Trump is to blame.
Hell, the media don’t even know for sure yet how or why the plane went down.
None of that matters, though, because the media are no longer a news gathering institution. Rather, they are a trolling operation huddled in record numbers in the Deep Blue Bubbles of Manhattan and Washington, DC, where they spend billions of corporate dollars scheming to troll Trump.

We’ll start with the far-left Atlantic, by way of David Frump, a card-carrying member of Conservative Incorporated’s Never Trump Tribe. (Sorry, I don’t reward trolling with links.):
No American paid a price for President Donald Trump’s decision to kill Iran’s Qasem Soleimani. But it looks like 176 other people did, including 63 Canadian citizens and many more Iranian nationals en route to Canada.
Frum is also angry Trump targeted Iran’s terror mastermind, Maj. Gen. Qasem Soleimani:
The Trump administration is telling an obviously false story about the decision to kill Soleimani. Instead of acknowledging that Soleimani was killed in reprisal, the Trump administration instead argues that the killing was necessary to avert attacks[.]
This, coming from the same guy who backed a pre-emptive war against Saddam Hussein, is rich enough, but he’s so desperate to blister Trump, Frum would rather look like an idiot than not. Soleimani has literally spent decades plotting to kill Americans. Decades. That means taking him out was a way to “avert attacks” against Americans period, whether those attacks were imminent or not.
Here’s the far-left Associated Press:
As Iran and US take step back from the brink, Canada grieves
…
[W]hat had begun with a drone attack on Gen. Qassem Soleimani’s motorcade at the Baghdad airport had suddenly rippled outward until dozens of Iranian-Canadians, dozens of Iranian students studying in Canada, were dead.
To begin with, this is all guesswork. No one knows why Iran shot down the plane. It might have been a mistake as opposed to retaliation. After all, there were Iranians on board.

Nevertheless, it doesn’t matter why, at least within the context of Trump. America didn’t shoot the plane down; a terrorist nation did. All America did was look to protect itself from this terrorist nation after this terrorist nation killed an American contractor (a Muslim-American immigrant, I should add) and attacked our embassy in Iraq, which is an act of war.
For years, Iran has been escalating, escalating, escalating and Trump has stayed cool — at least until he could not stay cool anymore with the death of an American citizen and attack on our sovereign soil.

What would Frum and his media confederates have us do? Nothing?
Trump’s restraint in the face of these outrageous provocations has been remarkable, and his decision to target the serial mass murderer Soleimani is not only just; it is strategically brilliant. On top of stripping Iran of its most effective terror strategist, every Iranian official is now terrified the next drone will knock next on their door.
Trump hit these monsters right where it hurts: personally. Does anyone doubt Iran’s decision to lob a few ineffective missiles on Wednesday and then run off the battlefield like scared little girls wasn’t motivated by self-interest, out of the fear any one of them could be next for a drone strike?

As you will see below, the agreed-upon word to blame Trump is “crossfire,” which, as I’ll explain below, is a flat-out lie.
Deep State sycophant Anne Applebaum:

The Tehran plane crash is a terrible, sickening twist of fate: Ukraine once again sucked in to a geopolitical conflict created by others, along with Ukrainian, Canadian and other passengers caught – like the MH17 passengers –  in the crossfire
— Anne Applebaum (@anneapplebaum) January 9, 2020"
61,Breitbart Media,Conservative,"Sen. Mike Braun (R-IN) told Breitbart News in an exclusive interview Thursday that Democrats have displayed a hypocritical view of President Donald Trump’s foreign policy regarding Iran.
Sen. Braun spoke to Breitbart News after a contentious classified briefing on the Trump administration’s strike against Iranian top military commander Qasem Soleimani.


The Hoosier senator said Democrats would have criticized Trump for not attacking the Iranian commander in the face of a reportedly imminent threat or for attacking him without authorization from Congress.
Sen. Braun said, “I didn’t get the chance to ask the question, mostly aimed at the Democrats, ‘What would your response be if that had occurred [an imminent strike on Americans] and you had not taken him out and a lot of lives were lost?’ I’m guessing that they would have been angry at Trump because he didn’t do what they were saying. … So I think there’s a lot of hypocrisy there.”
The Indiana conservative said that Congress has “ceded” most of its authority to declare war to the presidency and that Congress should revisit that conversation but not in the context of Sen. Tim Kaine’s (D-VA) War Powers Act resolution.

“I think right now, there is some confusion, and we have purposefully created that by ceding that authority increasingly to presidents and not making an issue of it,” the senator said. 
Braun said the American military could also respond to Iranian aggression while at the same time moving towards withdrawing troops from the Middle East, contending that modern technology does not require a substantial troop presence in the region. He explained with our American military “comparative advantage” we can respond to future aggression.
“We have way too many troops spread across the world,” he added.
 “In general, we need to shrink our longterm presence. we never win these wars in the long run,” Braun said.











Sean Moran is a congressional reporter for Breitbart News. Follow him on Twitter @SeanMoran3."
62,Breitbart Media,Conservative,Sean Moran is a congressional reporter for Breitbart News. Follow him on Twitter @SeanMoran3.
63,Breitbart Media,Conservative,Sean Moran is a congressional reporter for Breitbart News. Follow him on Twitter @SeanMoran3.
64,Breitbart Media,Conservative,Sean Moran is a congressional reporter for Breitbart News. Follow him on Twitter @SeanMoran3.
65,Breitbart Media,Conservative,Sean Moran is a congressional reporter for Breitbart News. Follow him on Twitter @SeanMoran3.
66,Breitbart Media,Conservative,Sean Moran is a congressional reporter for Breitbart News. Follow him on Twitter @SeanMoran3.
67,Breitbart Media,Conservative,Sean Moran is a congressional reporter for Breitbart News. Follow him on Twitter @SeanMoran3.
68,Breitbart Media,Conservative,Sean Moran is a congressional reporter for Breitbart News. Follow him on Twitter @SeanMoran3.
69,Breitbart Media,Conservative,Sean Moran is a congressional reporter for Breitbart News. Follow him on Twitter @SeanMoran3.
70,Breitbart Media,Conservative,"BRUSSELS (AP) — The EU reiterated its support for the nuclear deal brokered with Iran, also expressing concerns Friday that the escalating tensions in the region could lead to a resurgence of the Islamic State’s activities.
The EU’s top diplomat Josep Borrell called the urgent meeting of European foreign affairs ministers in Brussels after the U.S. killing of Iranian general, Qassem Soleimani, in a drone attack in Iraq on Jan. 3 .


Tehran responded earlier this week with missile strikes at U.S. bases and announced it would no longer respect limits set under the 2015 nuclear deal on how many centrifuges it can use to enrich uranium, fuelling fears Iran could quickly start building a nuclear arsenal.
“We need to understand that the fight against Daesh is not over,” said NATO secretary general Jens Stoltenberg, who attended the meeting in the EU capital and referred to an alternative name for the Islamic State group.
“We have made enormous progress but Daesh can return.”

In an attempt to avoid an escalation between Iran and the United States, EU leaders have intensified diplomatic activities, trying to keep alive the nuclear deal while making sure the U.S.-led anti-IS coalition continues to operate in Iraq. In the wake of the killing of Soleimani, Iraq’s parliament called for the withdrawal of all foreign troops from the country.
German Foreign Minister Heiko Maas reiterated Germany’s position that the fight against IS in Iraq needs to continue.
“I can’t rule out that, if the anti-IS coalition leaves Iraq then IS will regenerate so much that it can carry out attacks in Europe again,” said Maas, speaking to German broadcaster n-tv.
And Denmark;s foreign affairs minister, Jeppe Kofod, said IS is the threat for Europe.”
Despite calls from U.S. President Donald Trump to break away from the nuclear deal, the European Union remains committed to the treaty.

“Thanks to this deal Iran is not a nuclear power,” Borrell said.
Iran struck the deal in 2015 with the United States, France, Germany, the United Kingdom, Russia and China. It has, however, been damaged by Trump’s decision to unilaterally abandon it in 2018 and to impose sanctions that have hurt Iran’s economy.

Iran has gradually rolled back its commitment to the accord and the recent escalation of tensions between Iran and the U.S. has dealt further blows to the pact.
“We are of the opinion that this agreement makes sense because it holds Iran to not developing nuclear weapons, and so we want this agreement to have a future,” Maas said upon arrival at the meeting. “But of course it only has a future if it is complied with, and we expect that from Iran.”
Despite its decision to get rid of restrictions in relation to its enrichment capacity, Iran has not stopped collaborating with the International Atomic Energy Agency (IAEA) and has made clear it is ready to return to its commitments if sanctions are lifted.

Delivering the meeting’s conclusions, Borrell urged Iran to get back “to full compliance without delay” to make sure the deal can be salvaged.
French Foreign Minister Jean-Yves Le Drian continued to insist the accord “is not dead” and said Iran could get access to atomic weapons within “one or two years” if the deal continues to lose its substance.
In a phone call with Iranian president Hassan Rouhani, U.K. Prime Minister Boris Johnson also reaffirmed his support for the deal.
Borrell has invited Iranian Foreign Minister Javad Zarif to Brussels for talks, but a date for his visit has yet to be set.
In front of Ghassam Salamé, the head of the UN Support Mission in Libya, the Council also addressed the current crisis in the war-torn country, with Borrell warning of an increased risk of terror activities if a cease-fire is not quickly reached.
Libya is currently governed by duelling authorities, in the east and the west, each relying on different militias. The east-based government is backed by the United Arab Emirates and Egypt, as well as France and Russia. The western, Tripoli-based government receives aid from Turkey, Qatar and Italy.
Borrell said the presence of fighters coming from Syria and Sudan has been detected in Libya recently and insisted the conflict could lead to a new influx of refugees in Europe.
“This crisis may spiral out of control,” Borrell said."
